Provincia,Velocidad_Categoria,Usuarios,Categoria
BUENOS AIRES,Link Indec,6854100.0,
BUENOS AIRES,Link Indec,6854010.0,
BUENOS AIRES,Link Indec,6854020.0,
BUENOS AIRES,Link Indec,6854030.0,
BUENOS AIRES,Link Indec,6854040.0,
BUENOS AIRES,Link Indec,6854050.0,
BUENOS AIRES,Link Indec,6854060.0,
BUENOS AIRES,Link Indec,6854070.0,
BUENOS AIRES,Link Indec,6854080.0,
BUENOS AIRES,Link Indec,6854090.0,
BUENOS AIRES,Link Indec,6588030.0,
BUENOS AIRES,Link Indec,6588100.0,
BUENOS AIRES,Link Indec,6588010.0,
BUENOS AIRES,Link Indec,6588040.0,
BUENOS AIRES,Link Indec,6588060.0,
BUENOS AIRES,Link Indec,6588080.0,
BUENOS AIRES,Link Indec,6588110.0,
BUENOS AIRES,Link Indec,6588120.0,
BUENOS AIRES,Link Indec,6007010.0,
BUENOS AIRES,Link Indec,6007020.0,
BUENOS AIRES,Link Indec,6007050.0,
BUENOS AIRES,Link Indec,6007070.0,
BUENOS AIRES,Link Indec,6007080.0,
BUENOS AIRES,Link Indec,6014010.0,
BUENOS AIRES,Link Indec,6014020.0,
BUENOS AIRES,Link Indec,6014030.0,
BUENOS AIRES,Link Indec,6014040.0,
BUENOS AIRES,Link Indec,6021010.0,
BUENOS AIRES,Link Indec,6021020.0,
BUENOS AIRES,Link Indec,6021030.0,
BUENOS AIRES,Link Indec,6021070.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6028010.0,
BUENOS AIRES,Link Indec,6077010.0,
BUENOS AIRES,Link Indec,6077020.0,
BUENOS AIRES,Link Indec,6077030.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6035010.0,
BUENOS AIRES,Link Indec,6042010.0,
BUENOS AIRES,Link Indec,6042020.0,
BUENOS AIRES,Link Indec,6042030.0,
BUENOS AIRES,Link Indec,6042040.0,
BUENOS AIRES,Link Indec,6049020.0,
BUENOS AIRES,Link Indec,6049030.0,
BUENOS AIRES,Link Indec,6049040.0,
BUENOS AIRES,Link Indec,6056010.0,
BUENOS AIRES,Link Indec,6056020.0,
BUENOS AIRES,Link Indec,6056030.0,
BUENOS AIRES,Link Indec,6056020.0,
BUENOS AIRES,Link Indec,6063010.0,
BUENOS AIRES,Link Indec,6063020.0,
BUENOS AIRES,Link Indec,6063030.0,
BUENOS AIRES,Link Indec,6063040.0,
BUENOS AIRES,Link Indec,6063050.0,
BUENOS AIRES,Link Indec,6063060.0,
BUENOS AIRES,Link Indec,6070010.0,
BUENOS AIRES,Link Indec,6070020.0,
BUENOS AIRES,Link Indec,6070030.0,
BUENOS AIRES,Link Indec,6070040.0,
BUENOS AIRES,Link Indec,6084010.0,
BUENOS AIRES,Link Indec,6084020.0,
BUENOS AIRES,Link Indec,6084030.0,
BUENOS AIRES,Link Indec,6084050.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6091010.0,
BUENOS AIRES,Link Indec,6098010.0,
BUENOS AIRES,Link Indec,6098010.0,
BUENOS AIRES,Link Indec,6098010.0,
BUENOS AIRES,Link Indec,6098010.0,
BUENOS AIRES,Link Indec,6098010.0,
BUENOS AIRES,Link Indec,6105010.0,
BUENOS AIRES,Link Indec,6105020.0,
BUENOS AIRES,Link Indec,6105050.0,
BUENOS AIRES,Link Indec,6105060.0,
BUENOS AIRES,Link Indec,6105070.0,
BUENOS AIRES,Link Indec,6112010.0,
BUENOS AIRES,Link Indec,6112020.0,
BUENOS AIRES,Link Indec,6112030.0,
BUENOS AIRES,Link Indec,6112040.0,
BUENOS AIRES,Link Indec,6112070.0,
BUENOS AIRES,Link Indec,6112080.0,
BUENOS AIRES,Link Indec,6112090.0,
BUENOS AIRES,Link Indec,6119050.0,
BUENOS AIRES,Link Indec,6119070.0,
BUENOS AIRES,Link Indec,6126010.0,
BUENOS AIRES,Link Indec,6126020.0,
BUENOS AIRES,Link Indec,6126030.0,
BUENOS AIRES,Link Indec,6126035.0,
BUENOS AIRES,Link Indec,6126040.0,
BUENOS AIRES,Link Indec,6134010.0,
BUENOS AIRES,Link Indec,6134030.0,
BUENOS AIRES,Link Indec,6134020.0,
BUENOS AIRES,Link Indec,6134030.0,
BUENOS AIRES,Link Indec,6134040.0,
BUENOS AIRES,Link Indec,6134050.0,
BUENOS AIRES,Link Indec,6134060.0,
BUENOS AIRES,Link Indec,6134070.0,
BUENOS AIRES,Link Indec,6134080.0,
BUENOS AIRES,Link Indec,6140010.0,
BUENOS AIRES,Link Indec,6140020.0,
BUENOS AIRES,Link Indec,6147020.0,
BUENOS AIRES,Link Indec,6147030.0,
BUENOS AIRES,Link Indec,6147060.0,
BUENOS AIRES,Link Indec,6147070.0,
BUENOS AIRES,Link Indec,6147080.0,
BUENOS AIRES,Link Indec,6147095.0,
BUENOS AIRES,Link Indec,6147100.0,
BUENOS AIRES,Link Indec,6154010.0,
BUENOS AIRES,Link Indec,6154020.0,
BUENOS AIRES,Link Indec,6154030.0,
BUENOS AIRES,Link Indec,6154040.0,
BUENOS AIRES,Link Indec,6154050.0,
BUENOS AIRES,Link Indec,6161010.0,
BUENOS AIRES,Link Indec,6161020.0,
BUENOS AIRES,Link Indec,6161030.0,
BUENOS AIRES,Link Indec,6168010.0,
BUENOS AIRES,Link Indec,6168020.0,
BUENOS AIRES,Link Indec,6168030.0,
BUENOS AIRES,Link Indec,6210010.0,
BUENOS AIRES,Link Indec,6210020.0,
BUENOS AIRES,Link Indec,6210040.0,
BUENOS AIRES,Link Indec,6210050.0,
BUENOS AIRES,Link Indec,6217020.0,
BUENOS AIRES,Link Indec,6217010.0,
BUENOS AIRES,Link Indec,6217020.0,
BUENOS AIRES,Link Indec,6224005.0,
BUENOS AIRES,Link Indec,6224010.0,
BUENOS AIRES,Link Indec,6224020.0,
BUENOS AIRES,Link Indec,6224030.0,
BUENOS AIRES,Link Indec,6224040.0,
BUENOS AIRES,Link Indec,6224050.0,
BUENOS AIRES,Link Indec,6224060.0,
BUENOS AIRES,Link Indec,6224070.0,
BUENOS AIRES,Link Indec,6175010.0,
BUENOS AIRES,Link Indec,6175030.0,
BUENOS AIRES,Link Indec,6175040.0,
BUENOS AIRES,Link Indec,6182010.0,
BUENOS AIRES,Link Indec,6182020.0,
BUENOS AIRES,Link Indec,6182025.0,
BUENOS AIRES,Link Indec,6182030.0,
BUENOS AIRES,Link Indec,6182030.0,
BUENOS AIRES,Link Indec,6182050.0,
BUENOS AIRES,Link Indec,6189020.0,
BUENOS AIRES,Link Indec,6189030.0,
BUENOS AIRES,Link Indec,6189040.0,
BUENOS AIRES,Link Indec,6189070.0,
BUENOS AIRES,Link Indec,6196010.0,
BUENOS AIRES,Link Indec,6196040.0,
BUENOS AIRES,Link Indec,6203020.0,
BUENOS AIRES,Link Indec,6203050.0,
BUENOS AIRES,Link Indec,6203060.0,
BUENOS AIRES,Link Indec,6203070.0,
BUENOS AIRES,Link Indec,6203080.0,
BUENOS AIRES,Link Indec,6203090.0,
BUENOS AIRES,Link Indec,6203100.0,
BUENOS AIRES,Link Indec,6231030.0,
BUENOS AIRES,Link Indec,6231060.0,
BUENOS AIRES,Link Indec,6238010.0,
BUENOS AIRES,Link Indec,6238020.0,
BUENOS AIRES,Link Indec,6245010.0,
BUENOS AIRES,Link Indec,6245010.0,
BUENOS AIRES,Link Indec,6252010.0,
BUENOS AIRES,Link Indec,6252010.0,
BUENOS AIRES,Link Indec,6252010.0,
BUENOS AIRES,Link Indec,6252010.0,
BUENOS AIRES,Link Indec,6252010.0,
BUENOS AIRES,Link Indec,6252010.0,
BUENOS AIRES,Link Indec,6252010.0,
BUENOS AIRES,Link Indec,6260010.0,
BUENOS AIRES,Link Indec,6260010.0,
BUENOS AIRES,Link Indec,6260010.0,
BUENOS AIRES,Link Indec,6260010.0,
BUENOS AIRES,Link Indec,6260010.0,
BUENOS AIRES,Link Indec,6260010.0,
BUENOS AIRES,Link Indec,6266010.0,
BUENOS AIRES,Link Indec,6266020.0,
BUENOS AIRES,Link Indec,6266030.0,
BUENOS AIRES,Link Indec,6266040.0,
BUENOS AIRES,Link Indec,6266050.0,
BUENOS AIRES,Link Indec,6266060.0,
BUENOS AIRES,Link Indec,6270010.0,
BUENOS AIRES,Link Indec,6270010.0,
BUENOS AIRES,Link Indec,6270010.0,
BUENOS AIRES,Link Indec,6270010.0,
BUENOS AIRES,Link Indec,6270010.0,
BUENOS AIRES,Link Indec,6270010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6274010.0,
BUENOS AIRES,Link Indec,6277010.0,
BUENOS AIRES,Link Indec,6277020.0,
BUENOS AIRES,Link Indec,6277030.0,
BUENOS AIRES,Link Indec,6280005.0,
BUENOS AIRES,Link Indec,6280010.0,
BUENOS AIRES,Link Indec,6280020.0,
BUENOS AIRES,Link Indec,6280030.0,
BUENOS AIRES,Link Indec,6280040.0,
BUENOS AIRES,Link Indec,6287010.0,
BUENOS AIRES,Link Indec,6294010.0,
BUENOS AIRES,Link Indec,6294020.0,
BUENOS AIRES,Link Indec,6294040.0,
BUENOS AIRES,Link Indec,6294050.0,
BUENOS AIRES,Link Indec,6294060.0,
BUENOS AIRES,Link Indec,6294070.0,
BUENOS AIRES,Link Indec,6301010.0,
BUENOS AIRES,Link Indec,6301020.0,
BUENOS AIRES,Link Indec,6308010.0,
BUENOS AIRES,Link Indec,6308020.0,
BUENOS AIRES,Link Indec,6315010.0,
BUENOS AIRES,Link Indec,6322010.0,
BUENOS AIRES,Link Indec,6322030.0,
BUENOS AIRES,Link Indec,6329020.0,
BUENOS AIRES,Link Indec,6329020.0,
BUENOS AIRES,Link Indec,6329060.0,
BUENOS AIRES,Link Indec,6336020.0,
BUENOS AIRES,Link Indec,6336020.0,
BUENOS AIRES,Link Indec,6336030.0,
BUENOS AIRES,Link Indec,6343020.0,
BUENOS AIRES,Link Indec,6343030.0,
BUENOS AIRES,Link Indec,6343040.0,
BUENOS AIRES,Link Indec,6351010.0,
BUENOS AIRES,Link Indec,6351020.0,
BUENOS AIRES,Link Indec,6351030.0,
BUENOS AIRES,Link Indec,6351040.0,
BUENOS AIRES,Link Indec,6351020.0,
BUENOS AIRES,Link Indec,6357020.0,
BUENOS AIRES,Link Indec,6357110.0,
BUENOS AIRES,Link Indec,6357110.0,
BUENOS AIRES,Link Indec,6357050.0,
BUENOS AIRES,Link Indec,6357060.0,
BUENOS AIRES,Link Indec,6357070.0,
BUENOS AIRES,Link Indec,6357090.0,
BUENOS AIRES,Link Indec,6357080.0,
BUENOS AIRES,Link Indec,6357090.0,
BUENOS AIRES,Link Indec,6357100.0,
BUENOS AIRES,Link Indec,6357110.0,
BUENOS AIRES,Link Indec,6357120.0,
BUENOS AIRES,Link Indec,6364030.0,
BUENOS AIRES,Link Indec,6364030.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6371010.0,
BUENOS AIRES,Link Indec,6385010.0,
BUENOS AIRES,Link Indec,6385030.0,
BUENOS AIRES,Link Indec,6385050.0,
BUENOS AIRES,Link Indec,6392010.0,
BUENOS AIRES,Link Indec,6392020.0,
BUENOS AIRES,Link Indec,6392030.0,
BUENOS AIRES,Link Indec,6392040.0,
BUENOS AIRES,Link Indec,6392050.0,
BUENOS AIRES,Link Indec,6392080.0,
BUENOS AIRES,Link Indec,6392100.0,
BUENOS AIRES,Link Indec,6399010.0,
BUENOS AIRES,Link Indec,6399020.0,
BUENOS AIRES,Link Indec,6399040.0,
BUENOS AIRES,Link Indec,6399050.0,
BUENOS AIRES,Link Indec,6406010.0,
BUENOS AIRES,Link Indec,6408010.0,
BUENOS AIRES,Link Indec,6408010.0,
BUENOS AIRES,Link Indec,6408010.0,
BUENOS AIRES,Link Indec,6410010.0,
BUENOS AIRES,Link Indec,6410010.0,
BUENOS AIRES,Link Indec,6410010.0,
BUENOS AIRES,Link Indec,6412010.0,
BUENOS AIRES,Link Indec,6412010.0,
BUENOS AIRES,Link Indec,6412010.0,
BUENOS AIRES,Link Indec,6413010.0,
BUENOS AIRES,Link Indec,6413020.0,
BUENOS AIRES,Link Indec,6413030.0,
BUENOS AIRES,Link Indec,6413040.0,
BUENOS AIRES,Link Indec,6413050.0,
BUENOS AIRES,Link Indec,6413060.0,
BUENOS AIRES,Link Indec,6413070.0,
BUENOS AIRES,Link Indec,6413080.0,
BUENOS AIRES,Link Indec,6420030.0,
BUENOS AIRES,Link Indec,6420010.0,
BUENOS AIRES,Link Indec,6420030.0,
BUENOS AIRES,Link Indec,6420020.0,
BUENOS AIRES,Link Indec,6420030.0,
BUENOS AIRES,Link Indec,6420040.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6427010.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441010.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441020.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6441030.0,
BUENOS AIRES,Link Indec,6434010.0,
BUENOS AIRES,Link Indec,6434010.0,
BUENOS AIRES,Link Indec,6434010.0,
BUENOS AIRES,Link Indec,6434010.0,
BUENOS AIRES,Link Indec,6434010.0,
BUENOS AIRES,Link Indec,6434010.0,
BUENOS AIRES,Link Indec,6448010.0,
BUENOS AIRES,Link Indec,6448020.0,
BUENOS AIRES,Link Indec,6448030.0,
BUENOS AIRES,Link Indec,6455010.0,
BUENOS AIRES,Link Indec,6455020.0,
BUENOS AIRES,Link Indec,6455030.0,
BUENOS AIRES,Link Indec,6455040.0,
BUENOS AIRES,Link Indec,6462010.0,
BUENOS AIRES,Link Indec,6462020.0,
BUENOS AIRES,Link Indec,6462030.0,
BUENOS AIRES,Link Indec,6462040.0,
BUENOS AIRES,Link Indec,6462050.0,
BUENOS AIRES,Link Indec,6462060.0,
BUENOS AIRES,Link Indec,6469010.0,
BUENOS AIRES,Link Indec,6469020.0,
BUENOS AIRES,Link Indec,6469040.0,
BUENOS AIRES,Link Indec,6469050.0,
BUENOS AIRES,Link Indec,6469060.0,
BUENOS AIRES,Link Indec,6469070.0,
BUENOS AIRES,Link Indec,6469080.0,
BUENOS AIRES,Link Indec,6469090.0,
BUENOS AIRES,Link Indec,6469100.0,
BUENOS AIRES,Link Indec,6476020.0,
BUENOS AIRES,Link Indec,6476030.0,
BUENOS AIRES,Link Indec,6476040.0,
BUENOS AIRES,Link Indec,6476050.0,
BUENOS AIRES,Link Indec,6483010.0,
BUENOS AIRES,Link Indec,6483020.0,
BUENOS AIRES,Link Indec,6483040.0,
BUENOS AIRES,Link Indec,6483050.0,
BUENOS AIRES,Link Indec,6490010.0,
BUENOS AIRES,Link Indec,6490010.0,
BUENOS AIRES,Link Indec,6490010.0,
BUENOS AIRES,Link Indec,6490010.0,
BUENOS AIRES,Link Indec,6490010.0,
BUENOS AIRES,Link Indec,6490010.0,
BUENOS AIRES,Link Indec,6490010.0,
BUENOS AIRES,Link Indec,6497060.0,
BUENOS AIRES,Link Indec,6497020.0,
BUENOS AIRES,Link Indec,6497060.0,
BUENOS AIRES,Link Indec,6497060.0,
BUENOS AIRES,Link Indec,6497060.0,
BUENOS AIRES,Link Indec,6497060.0,
BUENOS AIRES,Link Indec,6497070.0,
BUENOS AIRES,Link Indec,6497060.0,
BUENOS AIRES,Link Indec,6497090.0,
BUENOS AIRES,Link Indec,6505020.0,
BUENOS AIRES,Link Indec,6505040.0,
BUENOS AIRES,Link Indec,6505060.0,
BUENOS AIRES,Link Indec,6511010.0,
BUENOS AIRES,Link Indec,6511020.0,
BUENOS AIRES,Link Indec,6511030.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6515010.0,
BUENOS AIRES,Link Indec,6518010.0,
BUENOS AIRES,Link Indec,6518020.0,
BUENOS AIRES,Link Indec,6518030.0,
BUENOS AIRES,Link Indec,6518020.0,
BUENOS AIRES,Link Indec,6518050.0,
BUENOS AIRES,Link Indec,6518060.0,
BUENOS AIRES,Link Indec,6518070.0,
BUENOS AIRES,Link Indec,6525020.0,
BUENOS AIRES,Link Indec,6532010.0,
BUENOS AIRES,Link Indec,6532030.0,
BUENOS AIRES,Link Indec,6532020.0,
BUENOS AIRES,Link Indec,6539010.0,
BUENOS AIRES,Link Indec,6539010.0,
BUENOS AIRES,Link Indec,6539010.0,
BUENOS AIRES,Link Indec,6539010.0,
BUENOS AIRES,Link Indec,6539010.0,
BUENOS AIRES,Link Indec,6547010.0,
BUENOS AIRES,Link Indec,6547020.0,
BUENOS AIRES,Link Indec,6553010.0,
BUENOS AIRES,Link Indec,6553020.0,
BUENOS AIRES,Link Indec,6560010.0,
BUENOS AIRES,Link Indec,6560010.0,
BUENOS AIRES,Link Indec,6560010.0,
BUENOS AIRES,Link Indec,6560010.0,
BUENOS AIRES,Link Indec,6560010.0,
BUENOS AIRES,Link Indec,6560010.0,
BUENOS AIRES,Link Indec,6568010.0,
BUENOS AIRES,Link Indec,6568010.0,
BUENOS AIRES,Link Indec,6568010.0,
BUENOS AIRES,Link Indec,6568010.0,
BUENOS AIRES,Link Indec,6568010.0,
BUENOS AIRES,Link Indec,6574010.0,
BUENOS AIRES,Link Indec,6574020.0,
BUENOS AIRES,Link Indec,6574030.0,
BUENOS AIRES,Link Indec,6574040.0,
BUENOS AIRES,Link Indec,6581010.0,
BUENOS AIRES,Link Indec,6581025.0,
BUENOS AIRES,Link Indec,6581030.0,
BUENOS AIRES,Link Indec,6581040.0,
BUENOS AIRES,Link Indec,6581050.0,
BUENOS AIRES,Link Indec,6595060.0,
BUENOS AIRES,Link Indec,6595070.0,
BUENOS AIRES,Link Indec,6595100.0,
BUENOS AIRES,Link Indec,6595110.0,
BUENOS AIRES,Link Indec,6595120.0,
BUENOS AIRES,Link Indec,6602010.0,
BUENOS AIRES,Link Indec,6602030.0,
BUENOS AIRES,Link Indec,6602040.0,
BUENOS AIRES,Link Indec,6602050.0,
BUENOS AIRES,Link Indec,6602060.0,
BUENOS AIRES,Link Indec,6602070.0,
BUENOS AIRES,Link Indec,6609010.0,
BUENOS AIRES,Link Indec,6609080.0,
BUENOS AIRES,Link Indec,6609030.0,
BUENOS AIRES,Link Indec,6609035.0,
BUENOS AIRES,Link Indec,6609040.0,
BUENOS AIRES,Link Indec,6609050.0,
BUENOS AIRES,Link Indec,6609060.0,
BUENOS AIRES,Link Indec,6609070.0,
BUENOS AIRES,Link Indec,6609080.0,
BUENOS AIRES,Link Indec,6609090.0,
BUENOS AIRES,Link Indec,6609020.0,
BUENOS AIRES,Link Indec,6616010.0,
BUENOS AIRES,Link Indec,6616030.0,
BUENOS AIRES,Link Indec,6623010.0,
BUENOS AIRES,Link Indec,6623020.0,
BUENOS AIRES,Link Indec,6623030.0,
BUENOS AIRES,Link Indec,6623040.0,
BUENOS AIRES,Link Indec,6623050.0,
BUENOS AIRES,Link Indec,6623060.0,
BUENOS AIRES,Link Indec,6623070.0,
BUENOS AIRES,Link Indec,6623090.0,
BUENOS AIRES,Link Indec,6623100.0,
BUENOS AIRES,Link Indec,6623110.0,
BUENOS AIRES,Link Indec,6623120.0,
BUENOS AIRES,Link Indec,6623130.0,
BUENOS AIRES,Link Indec,6623140.0,
BUENOS AIRES,Link Indec,6630010.0,
BUENOS AIRES,Link Indec,6630020.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6638040.0,
BUENOS AIRES,Link Indec,6644010.0,
BUENOS AIRES,Link Indec,6648010.0,
BUENOS AIRES,Link Indec,6651020.0,
BUENOS AIRES,Link Indec,6651030.0,
BUENOS AIRES,Link Indec,6651080.0,
BUENOS AIRES,Link Indec,6651090.0,
BUENOS AIRES,Link Indec,6651110.0,
BUENOS AIRES,Link Indec,6655030.0,
BUENOS AIRES,Link Indec,6655040.0,
BUENOS AIRES,Link Indec,6655050.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6658010.0,
BUENOS AIRES,Link Indec,6665010.0,
BUENOS AIRES,Link Indec,6665030.0,
BUENOS AIRES,Link Indec,6665040.0,
BUENOS AIRES,Link Indec,6665060.0,
BUENOS AIRES,Link Indec,6672010.0,
BUENOS AIRES,Link Indec,6679010.0,
BUENOS AIRES,Link Indec,6679020.0,
BUENOS AIRES,Link Indec,6679030.0,
BUENOS AIRES,Link Indec,6679070.0,
BUENOS AIRES,Link Indec,6686020.0,
BUENOS AIRES,Link Indec,6686040.0,
BUENOS AIRES,Link Indec,6686060.0,
BUENOS AIRES,Link Indec,6693010.0,
BUENOS AIRES,Link Indec,6693020.0,
BUENOS AIRES,Link Indec,6700010.0,
BUENOS AIRES,Link Indec,6700040.0,
BUENOS AIRES,Link Indec,6700050.0,
BUENOS AIRES,Link Indec,6700060.0,
BUENOS AIRES,Link Indec,6700070.0,
BUENOS AIRES,Link Indec,6707010.0,
BUENOS AIRES,Link Indec,6707030.0,
BUENOS AIRES,Link Indec,6707040.0,
BUENOS AIRES,Link Indec,6707060.0,
BUENOS AIRES,Link Indec,6721010.0,
BUENOS AIRES,Link Indec,6721020.0,
BUENOS AIRES,Link Indec,6714010.0,
BUENOS AIRES,Link Indec,6714030.0,
BUENOS AIRES,Link Indec,6714040.0,
BUENOS AIRES,Link Indec,6714050.0,
BUENOS AIRES,Link Indec,6714060.0,
BUENOS AIRES,Link Indec,6728010.0,
BUENOS AIRES,Link Indec,6728020.0,
BUENOS AIRES,Link Indec,6728040.0,
BUENOS AIRES,Link Indec,6728050.0,
BUENOS AIRES,Link Indec,6728060.0,
BUENOS AIRES,Link Indec,6728070.0,
BUENOS AIRES,Link Indec,6735010.0,
BUENOS AIRES,Link Indec,6735020.0,
BUENOS AIRES,Link Indec,6735030.0,
BUENOS AIRES,Link Indec,6742010.0,
BUENOS AIRES,Link Indec,6742020.0,
BUENOS AIRES,Link Indec,6742030.0,
BUENOS AIRES,Link Indec,6749010.0,
BUENOS AIRES,Link Indec,6749010.0,
BUENOS AIRES,Link Indec,6749010.0,
BUENOS AIRES,Link Indec,6756010.0,
BUENOS AIRES,Link Indec,6756010.0,
BUENOS AIRES,Link Indec,6756010.0,
BUENOS AIRES,Link Indec,6756010.0,
